
3.505,6.889,1.521,-0.160,6.069,1.014,6.277,0.000,2.754,1.325,1.170,1.600,4.628,4.946,2.122,1.851,2.496,0.000,2.896,2.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
3.613,6.997,1.619,-0.182,6.069,1.010,6.277,0.000,2.805,1.349,1.191,1.629,4.727,0.000,2.097,1.830,2.467,0.000,2.931,2.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
3.701,7.086,1.716,-0.203,6.069,1.010,6.277,0.000,2.855,1.374,1.213,1.659,4.827,0.000,2.073,1.808,2.438,0.000,3.001,1.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
3.807,7.191,1.811,-0.223,6.069,0.968,6.277,0.000,2.904,1.397,1.234,1.687,4.924,0.000,2.049,1.787,2.410,0.000,3.071,1.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
3.915,7.299,1.898,-0.242,6.069,0.826,6.277,0.000,2.948,1.419,1.252,1.713,0.000,0.000,2.027,1.768,2.385,0.000,3.142,1.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
4.010,7.394,1.970,-0.258,6.069,0.689,6.277,0.000,2.985,1.436,1.268,1.735,0.000,0.000,2.009,1.753,2.364,0.000,3.142,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
4.100,7.485,2.031,-0.271,6.022,0.599,4.912,0.000,3.359,1.492,1.276,1.681,0.000,0.000,2.051,1.732,2.251,0.000,3.142,1.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
4.206,7.590,2.083,-0.287,5.899,0.528,6.243,0.000,4.275,1.647,1.288,1.548,0.000,0.000,2.224,1.716,2.038,0.000,3.142,0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
4.300,7.685,2.126,-0.304,6.044,0.432,2.795,0.000,3.266,1.510,1.311,1.758,0.000,0.000,1.984,1.702,2.252,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
4.410,7.794,2.161,-0.312,0.005,0.313,2.200,0.000,2.155,1.367,1.396,2.355,0.000,2.836,1.767,1.784,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.684,0.000,3.142,
4.516,7.900,2.187,-0.311,0.114,0.270,0.701,0.000,1.897,1.332,1.461,2.824,0.000,2.489,1.721,1.865,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.636,0.000,3.142,
4.608,7.992,2.213,-0.308,0.229,0.271,1.656,0.000,1.700,1.310,1.555,0.000,0.000,2.231,1.697,0.000,4.501,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.505,0.000,0.000,3.142,
4.703,8.087,2.239,-0.301,0.368,0.291,1.757,3.456,1.529,1.305,1.717,0.000,0.000,2.018,1.702,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.502,0.000,0.000,3.142,
4.804,8.188,2.265,-0.290,0.548,0.313,2.112,2.410,1.386,1.335,2.050,0.000,3.010,1.849,0.000,2.658,0.000,0.000,3.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.468,0.000,0.000,0.000,3.142,
4.914,8.299,2.291,-0.274,0.674,0.340,6.109,1.996,1.314,1.374,2.420,0.000,2.765,0.000,0.000,3.191,0.000,0.000,2.966,0.000,0.000,0.000,0.000,0.000,0.000,0.608,0.651,0.000,0.000,0.000,3.142,
5.007,8.391,2.336,-0.238,0.633,0.903,5.997,2.044,1.291,1.314,2.206,0.000,2.979,0.000,1.860,3.063,0.000,0.000,3.001,0.000,0.000,0.000,0.000,0.000,0.000,0.594,0.000,0.000,0.000,0.000,3.142,
5.106,8.490,2.420,-0.177,0.628,1.036,6.279,1.957,1.229,1.247,2.081,0.000,3.106,0.000,1.921,3.144,0.000,0.000,3.001,0.000,0.000,0.000,0.000,0.000,0.000,0.709,0.000,0.000,0.000,0.000,3.142,
5.203,8.587,2.487,-0.128,0.627,0.671,6.279,1.877,1.179,1.195,1.993,0.000,3.190,0.000,1.972,3.227,0.000,0.000,3.001,0.000,0.000,0.000,0.000,0.000,0.000,0.955,0.000,0.000,0.000,0.000,3.142,
5.309,8.693,2.537,-0.092,0.627,0.646,6.278,1.818,1.141,1.157,1.929,0.000,3.253,2.005,2.010,3.287,0.000,0.000,3.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
5.414,8.799,2.593,-0.051,0.627,0.763,6.278,1.750,1.099,1.114,1.856,0.000,3.323,2.048,2.053,3.356,0.000,0.000,3.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
5.516,8.900,2.652,-0.008,0.626,0.705,6.278,1.680,1.054,1.068,1.780,0.000,0.000,2.093,2.098,3.429,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,1.285,0.000,0.000,0.000,0.000,0.000,3.071,
5.603,8.988,2.703,0.029,0.626,0.542,6.254,1.619,1.015,1.029,1.714,0.000,0.000,2.132,2.136,3.491,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,1.392,0.000,0.000,0.000,0.000,0.000,3.001,
5.705,9.089,2.719,0.040,0.590,-0.093,5.346,1.682,1.015,1.005,1.611,0.000,0.000,2.171,2.124,3.343,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,1.486,0.000,0.000,0.000,0.000,0.000,3.001,
5.815,9.199,2.703,0.030,0.462,-0.184,4.615,2.100,1.082,0.985,1.399,0.000,0.000,2.285,2.055,2.876,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,1.631,0.000,0.000,0.000,0.000,0.000,3.071,
5.909,9.293,2.697,0.027,0.351,0.038,5.178,2.700,1.156,0.975,1.265,0.000,0.000,2.436,2.029,2.598,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.007,9.392,2.704,0.030,0.259,0.079,5.126,3.547,1.230,0.971,1.177,2.932,0.000,2.609,2.032,2.433,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.109,9.493,2.707,0.031,0.159,-0.016,5.007,0.000,1.341,0.978,1.105,2.284,0.000,2.858,2.053,2.293,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.205,9.590,2.703,0.031,0.051,-0.043,5.092,0.000,1.504,0.998,1.050,1.868,0.000,3.218,2.099,2.183,3.804,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.301,9.685,2.701,0.031,6.255,-0.002,5.473,0.000,1.665,1.020,1.019,1.657,0.000,3.576,2.150,2.124,3.390,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.410,9.795,2.703,0.031,6.203,0.034,5.643,0.000,1.799,1.040,1.004,1.547,0.000,3.558,2.193,2.093,3.172,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.507,9.891,2.704,0.031,6.153,-0.001,5.618,0.000,1.953,1.061,0.992,1.459,0.000,0.000,2.241,2.070,2.998,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.606,9.991,2.703,0.031,6.105,-0.017,5.675,0.000,2.136,1.086,0.982,1.385,0.000,0.000,2.296,2.053,2.852,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.709,10.094,2.702,0.031,6.066,0.000,5.898,0.000,2.316,1.109,0.977,1.332,0.000,0.000,2.347,2.043,2.748,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.806,10.191,2.703,0.031,6.048,0.014,5.995,0.000,2.409,1.120,0.975,1.311,0.000,0.000,2.371,2.039,2.704,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
6.904,10.288,2.703,0.031,6.026,-0.001,5.919,0.000,2.538,1.135,0.973,1.285,0.000,0.000,2.404,2.035,2.653,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.017,10.401,2.703,0.031,6.004,-0.006,5.984,0.000,2.677,1.150,0.971,1.262,0.000,0.000,2.438,2.033,2.607,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.113,10.497,2.703,0.031,5.989,0.002,6.047,0.000,2.784,1.161,0.970,1.247,3.346,0.000,2.462,2.032,2.576,0.000,0.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.214,10.598,2.703,0.031,5.977,0.003,6.064,0.000,2.881,1.171,0.970,1.234,3.213,0.000,2.484,2.031,2.551,0.000,0.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.304,10.688,2.703,0.031,5.966,-0.002,6.094,0.000,2.971,1.180,0.969,1.224,3.108,0.000,2.503,2.031,2.531,0.000,0.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.405,10.790,2.703,0.031,5.958,-0.001,6.112,0.000,3.047,1.187,0.969,1.216,3.029,0.000,2.519,2.031,2.515,0.000,0.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.513,10.897,2.703,0.031,5.950,0.000,6.142,0.000,3.113,1.193,0.969,1.209,2.966,0.000,2.532,2.031,2.502,0.000,0.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.613,10.997,2.703,0.031,5.944,0.001,6.150,0.000,3.170,1.198,0.969,1.204,2.916,0.000,2.543,2.031,2.491,0.000,0.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.708,11.093,2.703,0.031,5.939,0.000,6.176,0.000,3.220,1.202,0.969,1.200,2.876,0.000,2.553,2.031,2.483,0.000,0.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.812,11.196,2.703,0.031,5.936,-0.001,6.195,0.000,3.259,1.205,0.969,1.196,2.846,0.000,2.560,2.031,2.476,0.000,0.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
7.906,11.290,2.714,0.027,5.932,0.417,0.074,0.000,3.310,1.214,0.973,1.198,2.830,0.000,2.562,2.028,2.465,0.000,0.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.007,11.391,2.792,-0.002,5.947,1.236,0.198,0.000,3.248,1.236,1.002,1.247,3.039,0.000,2.497,1.998,2.456,0.000,0.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.116,11.500,2.918,-0.046,5.948,1.285,6.277,0.000,3.381,1.289,1.046,1.303,3.181,0.000,2.440,1.954,2.404,0.000,0.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.207,11.591,3.016,-0.080,5.948,0.853,6.277,0.000,3.354,1.331,1.080,1.345,3.286,0.000,2.398,1.920,2.362,0.000,0.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.308,11.692,3.094,-0.107,5.948,0.914,6.277,0.000,3.272,1.364,1.107,1.379,3.369,0.000,2.364,1.893,2.329,0.000,0.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.409,11.794,3.190,-0.140,5.949,1.105,6.277,0.000,3.172,1.405,1.140,1.421,3.471,0.000,2.322,1.860,2.288,0.000,0.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.505,11.889,3.291,-0.175,5.949,1.039,6.277,0.000,3.257,1.448,1.175,1.465,3.579,0.000,2.278,1.825,2.245,0.000,0.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.614,11.999,3.383,-0.207,5.949,0.962,6.277,0.000,0.000,1.488,1.207,1.505,3.678,0.000,2.238,1.793,2.206,0.000,0.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.700,12.085,3.474,-0.239,5.949,1.009,6.277,0.000,0.000,1.526,1.239,1.544,3.775,0.000,2.198,1.761,2.167,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.803,12.187,3.570,-0.272,5.949,1.035,6.277,0.000,0.000,1.567,1.272,1.586,3.877,0.000,2.157,1.728,2.127,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
8.914,12.299,3.665,-0.305,5.949,1.008,6.277,0.000,0.000,1.608,1.305,1.627,3.979,0.000,2.115,1.695,2.086,0.000,0.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.003,12.387,3.758,-0.337,5.949,1.001,6.277,0.000,0.000,1.648,1.337,1.667,4.078,0.000,2.075,1.663,2.046,0.000,0.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.115,12.500,3.852,-0.370,5.949,1.015,6.277,0.000,0.000,1.687,1.370,1.708,4.178,0.000,2.034,1.630,2.007,0.000,0.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.209,12.594,3.946,-0.403,5.949,1.016,6.277,0.000,0.000,1.728,1.403,1.749,4.279,0.000,1.993,1.597,1.966,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.305,12.689,4.041,-0.435,5.943,1.009,6.088,0.000,0.000,1.777,1.435,1.781,4.296,0.000,1.962,1.565,1.917,0.000,0.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.411,12.796,4.134,-0.469,5.937,1.010,6.274,0.000,0.000,1.825,1.469,1.815,4.333,4.837,1.928,1.532,1.869,0.000,0.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.501,12.885,4.228,-0.502,5.932,1.013,6.156,0.000,4.992,1.874,1.502,1.850,4.366,4.807,1.893,1.498,1.821,0.000,0.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.613,12.997,4.322,-0.537,5.930,1.012,6.276,0.000,4.891,1.920,1.537,1.889,4.440,4.812,1.853,1.464,1.777,0.000,0.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.702,13.087,4.415,-0.571,5.929,1.011,6.273,0.000,4.792,1.964,1.571,1.930,4.531,4.908,1.810,1.429,1.734,0.000,0.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.816,13.201,4.508,-0.606,5.929,1.011,6.274,0.000,4.694,2.008,1.606,1.972,4.624,0.000,1.767,1.395,1.692,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
9.903,13.287,4.602,-0.640,5.928,1.012,6.278,0.000,4.596,2.052,1.640,2.014,4.719,4.975,1.724,1.360,1.649,0.000,1.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.002,13.386,4.695,-0.675,5.928,1.011,6.279,0.000,4.498,2.096,1.675,2.056,4.815,4.853,1.681,1.326,1.607,0.000,1.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.103,13.488,4.789,-0.709,5.928,1.011,6.278,0.000,4.400,2.139,1.710,2.098,4.912,4.730,1.637,1.291,1.565,0.000,1.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.211,13.596,4.882,-0.744,5.928,1.011,6.278,0.000,4.302,2.183,1.744,2.141,0.000,4.605,1.593,1.256,1.523,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.314,13.698,4.975,-0.779,5.927,1.012,6.278,0.000,4.205,2.045,1.779,2.183,0.000,4.480,1.549,1.222,1.480,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.413,13.797,5.069,-0.813,5.927,1.012,6.278,0.000,4.107,2.062,1.814,2.225,0.000,4.355,1.505,1.187,1.438,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.507,13.891,5.162,-0.848,5.927,1.012,6.278,0.000,4.009,0.000,1.848,2.268,0.000,4.229,1.462,1.152,1.396,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.610,13.994,5.255,-0.883,5.927,1.011,6.278,4.949,3.912,0.000,1.883,2.310,0.000,4.102,1.418,1.118,1.354,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.719,14.104,5.349,-0.918,5.927,1.012,6.278,4.844,3.814,0.000,1.918,2.353,0.000,3.975,1.374,1.083,1.312,0.000,3.142,0.000,0.000,3.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.806,14.190,5.442,-0.952,5.927,1.011,6.277,4.739,3.717,0.000,1.952,2.395,0.000,3.848,1.330,1.048,1.270,0.000,3.142,0.000,0.000,3.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
10.905,14.290,5.536,-0.987,5.927,1.012,6.277,4.635,3.619,0.000,1.987,2.438,0.000,3.720,1.286,1.014,1.228,0.000,3.142,0.000,0.000,3.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.015,14.399,5.629,-1.022,5.927,1.012,6.277,4.531,3.521,0.000,2.022,2.480,0.000,3.593,1.242,0.979,1.186,0.000,3.142,0.000,0.000,3.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.108,14.492,5.722,-1.056,5.927,1.012,6.277,4.426,3.424,0.000,2.057,2.523,0.000,3.465,1.197,0.944,1.144,0.000,3.142,0.000,0.000,3.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.204,14.588,5.816,-1.091,5.927,1.011,6.277,4.322,3.326,0.000,2.091,2.566,0.000,3.337,1.153,0.909,1.102,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.311,14.695,5.909,-1.126,5.927,1.011,6.277,4.218,3.229,0.000,2.126,2.608,0.000,3.210,1.109,0.875,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.409,14.793,6.002,-1.160,5.927,1.012,6.277,4.114,3.131,4.983,2.161,2.651,0.000,3.082,1.065,0.840,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.512,14.896,6.096,-1.195,5.927,1.012,6.277,4.010,3.034,4.745,2.195,2.694,0.000,2.954,1.021,0.805,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.611,14.995,6.189,-1.230,5.927,1.011,6.277,3.906,2.936,4.698,2.063,2.736,0.000,2.826,0.977,0.771,4.973,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.707,15.091,6.283,-1.264,5.927,1.012,6.277,3.803,2.839,4.741,2.098,2.779,0.000,2.699,0.933,0.736,4.807,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.802,15.187,6.376,-1.299,5.927,1.012,6.277,3.699,2.741,0.000,2.133,2.822,0.000,2.571,0.889,0.701,4.642,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
11.910,15.295,6.469,-1.334,5.928,1.011,6.277,3.595,2.644,0.000,4.666,2.864,0.000,2.443,0.845,0.667,4.476,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
12.011,15.395,6.563,-1.368,5.928,1.011,6.277,3.491,2.546,0.000,0.000,2.907,0.000,2.316,0.801,1.464,4.310,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
