
1.012,4.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.105,4.498,-1.740,1.230,0.603,0.009,1.288,0.000,3.958,4.089,1.555,1.260,1.530,3.822,4.253,0.000,1.240,0.000,1.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.220,4.613,-1.738,1.231,0.694,0.011,0.072,3.985,0.000,3.207,1.467,1.268,1.642,0.000,3.309,0.000,1.242,0.000,1.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.309,4.702,-1.737,1.232,0.688,-0.001,6.283,3.993,0.000,3.253,1.472,1.268,1.634,0.000,3.307,0.000,1.241,0.000,1.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.407,4.800,-1.737,1.232,0.690,0.000,0.003,3.990,0.000,3.239,1.471,1.268,1.637,0.000,3.304,0.000,1.241,0.000,1.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.510,4.904,-1.737,1.232,0.698,0.017,0.589,3.978,0.000,3.177,1.464,1.270,1.649,0.000,3.316,0.000,1.241,0.000,1.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.605,4.998,-1.736,1.233,0.719,0.000,0.001,3.950,0.000,3.039,1.448,1.273,1.679,0.000,3.345,0.000,1.243,0.000,1.106,0.000,2.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.702,5.095,-1.736,1.233,0.724,0.007,6.261,3.943,0.000,3.005,1.444,1.275,1.687,0.000,3.353,0.000,1.243,0.000,1.106,0.000,1.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.815,5.209,-1.735,1.233,0.729,0.021,0.216,3.936,0.000,2.973,1.441,1.276,1.696,0.000,3.362,0.000,1.243,0.000,1.106,0.000,1.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
1.911,5.304,-1.734,1.235,0.745,0.025,0.066,3.915,0.000,2.878,1.430,1.280,1.723,0.000,3.572,0.000,1.244,0.000,1.106,0.000,1.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
2.007,5.401,-1.732,1.236,0.766,0.055,0.601,3.890,0.000,2.766,1.417,1.287,1.760,0.000,3.610,0.000,1.246,0.000,1.071,0.000,1.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
2.113,5.506,-1.728,1.240,0.800,0.063,0.567,3.851,0.000,2.601,1.398,1.299,1.826,0.000,3.678,0.000,1.250,0.000,1.035,0.000,1.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
2.216,5.609,-1.722,1.247,0.933,0.139,2.357,2.183,0.000,2.131,1.336,1.354,2.147,0.000,4.006,0.000,1.286,0.000,0.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
2.320,5.713,-1.714,1.257,1.157,0.145,2.262,0.000,0.000,1.687,1.289,1.518,3.197,0.000,4.933,1.219,1.359,0.000,0.684,1.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
2.409,5.802,-1.708,1.272,1.331,0.152,0.894,0.000,3.247,1.497,1.299,1.740,0.000,3.360,0.000,1.212,3.925,0.000,3.142,0.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
2.516,5.909,-1.706,1.283,1.413,0.162,1.680,0.000,2.745,1.436,1.317,1.889,0.000,3.689,0.000,1.222,3.819,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,
2.601,5.995,-1.704,1.299,1.586,0.170,1.517,0.000,2.101,1.347,1.384,2.361,0.000,4.135,0.000,1.277,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.710,0.000,3.142,
2.705,6.098,-1.704,1.315,1.658,0.193,6.224,0.000,1.929,1.323,1.425,2.656,0.000,4.405,1.234,1.290,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.636,0.000,3.142,
2.810,6.203,-1.706,1.335,1.709,0.231,1.630,0.000,1.826,1.309,1.459,2.921,0.000,4.644,1.224,1.292,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.639,0.000,3.142,
2.911,6.304,-1.709,1.357,1.921,0.258,2.538,3.588,1.534,1.293,1.677,0.000,3.501,0.000,1.211,0.000,0.000,0.000,3.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,0.000,0.000,3.142,
